injury_notes,last_name,birth_date,oddsjam_id,fantasy_data_id,birth_state,gsis_id,first_name,active,injury_start_date,rotoworld_id,number,injury_body_part,search_first_name,metadata,competitions,age,birth_country,weight,status,hashtag,height,rotowire_id,years_exp,search_full_name,sport,practice_participation,search_rank,birth_city,player_id,news_updated,high_school,pandascore_id,swish_id,stats_id,yahoo_id,position,full_name,team,injury_status,college,espn_id,depth_chart_order,practice_description,search_last_name,team_abbr,depth_chart_position,sportradar_id,team_changed_at,fantasy_positions,opta_id
,Robinson,1989-10-13,,14716.0,,,Gerell,False,,,89.0,,gerell,,[],28.0,,222,Inactive,#gerellrobinson-NFL-FA-89,"6'3""",,2.0,gerellrobinson,nfl,,9999999.0,,1274,,,,,460971.0,25984.0,TE,Gerell Robinson,,,Arizona State,15214.0,,,robinson,,,b97e3780-7091-4ee8-b939-edbb994018bd,,['TE'],
,Worthy,2003-04-27,BE9B03378DEB,,,,Xavier,True,,,1.0,,xavier,"{'channel_id': '1113708749039628288', 'rookie_year': '2024'}",[],22.0,,165,Active,#xavierworthy-NFL-KC-1,71,17687.0,1.0,xavierworthy,nfl,,57.0,,11624,1755926435538.0,Central East (CA),,1326638.0,,,WR,Xavier Worthy,KC,,Texas,,1.0,,worthy,,LWR,52e049b1-0a7a-4e7f-9866-d2848e9cc478,,['WR'],
,Darling,1995-05-12,,20669.0,,,Trevor,True,,,0.0,,trevor,{'channel_id': '1116853159201865728'},[],26.0,,300,Active,#trevordarling-NFL-FA-0,76,13366.0,4.0,trevordarling,nfl,,9999999.0,,5761,1534091710160.0,Miami Central,,,,31759.0,G,Trevor Darling,,,Miami,3123071.0,,,darling,,,39405e6d-2e09-475e-81ea-0a56ea487974,,['OL'],
,Johnson,2002-03-17,E8002E8D7475,,,,Kameron,True,,,19.0,,kameron,"{'channel_id': '1113708731251585024', 'rookie_year': '2024'}",[],23.0,,170,Active,#kameronjohnson-NFL-TB-19,70,18307.0,1.0,kameronjohnson,nfl,,698.0,,11994,1756086650732.0,Northern Nash (NC),,1412326.0,,,WR,Kameron Johnson,TB,,Barton,,6.0,,johnson,,SWR,94c41960-0712-11ef-b01e-875e1e5d6ffb,,['WR'],
,Palmore,1996-08-09,3B6DDDE09054,21242.0,, 00-0035462,Walter,True,,,75.0,,walter,"{'channel_id': '1116853233432657920', 'rookie_year': '2019'}",[],28.0,,320,Active,#walterpalmore-NFL-FA-75,76,14231.0,5.0,walterpalmore,nfl,,9999999.0,,6335,1620337802004.0,Hardaway (GA),,1057669.0,,32515.0,DT,Walter Palmore,,,Missouri,4241221.0,,,palmore,,,de41a84a-9f98-42c3-b35e-7c99b0ffa5c7,,['DL'],
,O'Toole,,E0838413F6655DA6,,,,Connor,True,,,57.0,,connor,"{'channel_id': '1223104495882338306', 'rookie_year': '2025'}",[],,,248,Active,#connorotoole-NFL-SEA-57,75,18971.0,0.0,connorotoole,nfl,,679.0,,13037,,La Cueva (NM),,,,,DE,Connor O'Toole,SEA,,Utah,,2.0,,otoole,,LILB,ac0e94d0-2555-11f0-8651-750178bece22,,['DL'],
,Allen,1990-02-24,,13987.0,,00-0029689,Dwayne,False,,7452.0,89.0,,dwayne,,[],31.0,,260,Inactive,#dwayneallen-NFL-FA-89,76,8041.0,10.0,dwayneallen,nfl,,9999999.0,,1105,1567351534824.0,Terry Sanford (NC),,,463515.0,25774.0,TE,Dwayne Allen,,,Clemson,14901.0,,,allen,,,cc745cc3-d52a-454b-98c8-ac9155a9405c,,['TE'],
,Hodge,1998-05-24,,,,,Changa,True,,,0.0,,changa,"{'channel_id': '1116853507350069248', 'years_exp_shift': '1'}",[],24.0,,200,Active,#changahodge-NFL-FA-0,73,16382.0,1.0,changahodge,nfl,,9999999.0,,8624,1652745344828.0,East Stroudsburg (PA),,948272.0,,,WR,Changa Hodge,,,Virginia Tech,,,,hodge,,,218495a0-cb42-11ec-a667-6354702e3fca,,['WR'],
,Haynes,1998-04-07,8A6D3E862E8F,,,,Marcus,True,,,96.0,,marcus,"{'channel_id': '1116852689305600000', 'rookie_year': '2023'}",[],27.0,,240,Active,#marcushaynes-NFL-FA-96,76,17591.0,2.0,marcushaynes,nfl,,9999999.0,,11437,1756231509437.0,Bowie (MD),,978096.0,,,LB,Marcus Haynes,,,Old Dominion,,,,haynes,,,2083b940-f320-11ed-b5a0-e18bd17a02bc,,['LB'],
,Raji,1986-07-11,,9057.0,,,B.J.,False,,5210.0,90.0,,bj,,[],34.0,,337,Inactive,#bjraji-NFL-FA-90,"6'2""",6065.0,11.0,bjraji,nfl,,9999999.0,,426,,Regional (NJ),,,,9273.0,NT,B.J. Raji,,,Boston College,12447.0,,,raji,,,034b3ecd-3827-40f3-ab31-198106fde215,,['DL'],
,Ross,1993-03-15,,19508.0,,00-0033535,Daniel,True,,,93.0,Undisclosed,daniel,{'channel_id': '1116852995137470464'},[],28.0,,305,Active,#danielross-NFL-FA-93,75,12455.0,5.0,danielross,nfl,,1271.0,,4617,1629418511033.0,Jeffersontown (KY),,,,30802.0,DT,Daniel Ross,,Questionable,N.E. Mississippi CC,4220624.0,,,ross,,,8bfbee63-feb4-4862-b3c8-08d2f65c8b5f,,['DL'],
,Thomas,1995-10-12,,19874.0,,00-0034770,Chad,True,,13232.0,0.0,,chad,{'channel_id': '1116853049470484480'},[],26.0,,278,Active,#chadthomas-NFL-FA-0,77,12749.0,4.0,chadthomas,nfl,,1314.0,,5019,1599334257178.0,Booker T. Washington (FL),,,,31037.0,DE,Chad Thomas,,,Miami (FL),3123045.0,,,thomas,,,8fecfc12-c9be-400e-8b5a-4684c6884daa,,['DL'],
,Delpit,1998-09-20,15CFD4394CFE,21918.0,,,Grant,True,,,9.0,,grant,"{'channel_id': '1113708837740769280', 'rookie_year': '2020'}",[],26.0,,208,Active,#grantdelpit-NFL-CLE-9,75,14507.0,5.0,grantdelpit,nfl,,301.0,,6799,1736473541416.0,IMG Academy (FL),,976282.0,,32714.0,DB,Grant Delpit,CLE,,LSU,4242208.0,1.0,,delpit,,SS,1bbe7ce0-3707-4d4d-b8f6-7577008f1763,,['DB'],
,Manning,1982-08-09,,4059.0,,,Danieal,False,,,38.0,,danieal,,[],34.0,,202,Inactive,#daniealmanning-NFL-FA-38,"5'11""",,9.0,daniealmanning,nfl,,9999999.0,,150,,,,,,,SS,Danieal Manning,,,Abilene Christian,9628.0,,,manning,,,38c79072-f438-4c96-8aff-3981bf399fbd,,['DB'],
,Bello,1994-10-31,,19441.0,,00-0033642,B.J.,True,,,53.0,Ankle,bj,{'channel_id': '1116852986899857408'},[],27.0,,229,Active,#bjbello-NFL-FA-53,75,12434.0,5.0,bjbello,nfl,,9999999.0,,4558,1629219645748.0,Lincoln-Way West (IL),,691741.0,691741.0,30539.0,LB,B.J. Bello,,Questionable,Illinois State,2970622.0,,,bello,,,1d1d59bc-ed91-4ed6-adf3-f40d0e296554,,['LB'],
,Akers,1997-07-07,,,,,Landen,True,,,84.0,,landen,{'channel_id': '1116853434985742336'},[],25.0,,191,Active,#landenakers-NFL-FA-84,72,15731.0,1.0,landenakers,nfl,,9999999.0,,7915,1661899852395.0,Washington (IA),,910726.0,,,WR,Landen Akers,,,Iowa State,,,,akers,,,cdfce34c-8220-4074-9ea3-70c5593cd38b,,['WR'],
,Martin,1991-11-07,,15301.0,,00-0030160,Josh,True,,,54.0,,josh,{'channel_id': '1116852749988790272'},[],30.0,,245,Active,#joshmartin-NFL-FA-54,75,9110.0,9.0,joshmartin,nfl,,9999999.0,,1616,1567286706303.0,Cherokee Trail (CO),,,500943.0,27179.0,LB,Josh Martin,,,Columbia,16268.0,,,martin,,,f41be233-94ee-4d66-bb7b-aabb9a9509e8,,['LB'],
,Pitts,,,,,,Lachlan,True,,,81.0,,lachlan,{'channel_id': '1116852701758488576'},[],,,255,Active,#lachlanpitts-NFL-FA-81,78,17338.0,1.0,lachlanpitts,nfl,,413.0,,11543,1693349110351.0,Langley (VA),,1049793.0,,,TE,Lachlan Pitts,,,William & Mary,,,,pitts,,,e43d4510-35fe-11ee-9593-09c573c336d7,,['TE'],
,Kreiter,1990-08-13,4C377F184D8D,16365.0,,00-0030957,Casey,True,,,59.0,,casey,"{'channel_id': '1113708680416620544', 'rookie_year': '2014'}",[],35.0,,250,Active,#caseykreiter-NFL-NYG-59,73,11214.0,11.0,caseykreiter,nfl,,9999999.0,,2063,1741243825132.0,Central (IA),,543804.0,,28130.0,LS,Casey Kreiter,NYG,,Iowa,17304.0,,,kreiter,,LS,d86d53af-2eb8-425c-90ab-851122cc633f,,['LS'],
,Rousseau,2000-04-05,AEB5561160EE,,,,Greg,True,,,50.0,,greg,"{'channel_id': '1113708758619418624', 'rookie_year': '2021'}",[],25.0,,266,Active,#gregrousseau-NFL-BUF-50,78,15283.0,4.0,gregrousseau,nfl,,287.0,,7627,1741501558153.0,Champagnat Catholic (FL),,1106997.0,,,DE,Greg Rousseau,BUF,,Miami (FL),,1.0,,rousseau,,LDE,c47a2147-d70d-4874-91b3-8548b26fb3ec,,['DL'],
,Nnadi,1996-05-09,ADDD9196970F,19880.0,,00-0034818,Derrick,True,,,91.0,,derrick,"{'channel_id': '1113708750818013184', 'rookie_year': '2018'}",[],29.0,,317,Active,#derricknnadi-NFL-KC-91,73,12971.0,7.0,derricknnadi,nfl,,9999999.0,,5035,1756082151167.0,Ocean Lakes (VA),,835001.0,,31045.0,DT,Derrick Nnadi,KC,,Florida State,3122930.0,2.0,,nnadi,,RDT,a1182eb3-26cb-4d34-b29a-df673973f08b,,['DL'],
,Van Demark,1998-03-22,7ED27A8A4CEF,,,,Ryan,True,,,74.0,,ryan,"{'channel_id': '1113708754429308928', 'rookie_year': '2022'}",[],27.0,,307,Active,#ryanvandemark-NFL-BUF-74,78,,3.0,ryanvandemark,nfl,,9999999.0,,8822,,The Hun School (NJ),,1056764.0,,,OL,Ryan Van Demark,BUF,,UConn,,,,vandemark,,OL,0f538980-d39a-11ec-96a0-c3471a31202c,,['OL'],
,Hester,1992-09-21,,19110.0,,00-0033976,Treyvon,True,,,0.0,,treyvon,{'channel_id': '1116852942687698944'},[],29.0,,304,Active,#treyvonhester-NFL-FA-0,74,11920.0,5.0,treyvonhester,nfl,,1223.0,,4264,1635990054563.0,Penn Hills (PA),,694719.0,694719.0,30357.0,DT,Treyvon Hester,,,Toledo,2973027.0,,,hester,,,6a859e36-f31a-4a75-8cd2-905833042fcc,,['DL'],
,Morin,,F04440B43E76A671,,,,Taylor,True,,,45.0,,taylor,"{'channel_id': '1223512211159269377', 'rookie_year': '2025'}",[],,,185,Active,#taylormorin-NFL-FA-45,71,18962.0,0.0,taylormorin,nfl,,513.0,,13139,1756233608746.0,Westfield (VA),,,,,WR,Taylor Morin,,,Wake Forest,,,,morin,,,1b29e8b0-263c-11f0-a83a-5dc5f977bd5d,,['WR'],
,Kirksey,1992-08-31,,16133.0,,00-0031361,Christian,True,,9641.0,55.0,,christian,{'channel_id': '1116852767667781632'},[],31.0,,235,Active,#christiankirksey-NFL-FA-55,74,9375.0,9.0,christiankirksey,nfl,,485.0,,1905,1695309345532.0,Hazelwood East (MO),,553654.0,,27599.0,LB,Christian Kirksey,,,Iowa,16767.0,,,kirksey,,,462bfd22-1159-408f-8f92-7fde712ffc3a,,['LB'],
,Edwards,1990-04-29,,14976.0,,,Lavar,False,,,92.0,,lavar,,[],30.0,,278,Inactive,#lavaredwards-NFL-FA-92,"6'4""",8665.0,7.0,lavaredwards,nfl,,9999999.0,,1416,1513214403551.0,Desire Street Academy (LA),,,450890.0,26765.0,LB,Lavar Edwards,,,Louisiana State,15909.0,,,edwards,,,4b916404-c9b7-4d04-b88d-e233ea881ecf,,"['DL', 'LB']",
,Durham,2000-06-15,FA59B5C85CDD,,,,Payne,True,,,87.0,,payne,"{'channel_id': '1113708732816060416', 'rookie_year': '2023'}",[],25.0,,255,Active,#paynedurham-NFL-TB-87,77,16720.0,2.0,paynedurham,nfl,,610.0,,10227,1753759218955.0,Peachtree Ridge (GA),,1130260.0,,,TE,Payne Durham,TB,,Purdue,,3.0,,durham,,TE,c4a8b4c9-5db8-4187-852b-9557bef8724e,,['TE'],
,Hall,2001-01-12,C91B4C0931F6,,,,Gabe,True,,,96.0,,gabe,"{'channel_id': '1113708715120291841', 'rookie_year': '2024'}",[],24.0,,295,Active,#gabehall-NFL-PHI-96,78,17907.0,1.0,gabehall,nfl,,9999999.0,,12071,1755376214698.0,Waller (TX),,1178701.0,,,DT,Gabe Hall,PHI,,Baylor,,2.0,,hall,,RDE,41778790-072d-11ef-8f9f-dd59e5c066c4,,['DL'],
,Harvell-Peel,2000-03-01,,,,,Kolby,True,,,0.0,Hamstring,kolby,"{'channel_id': '1116853482578509824', 'source_id': 'b600e9cf-d394-4386-ae13-9fb98e2bcb6f', 'years_exp_shift': '1'}",[],22.0,,213,Active,#kolbyharvellpeel-NFL-FA-0,72,15384.0,1.0,kolbyharvellpeel,nfl,,9999999.0,,8335,1654805653283.0,A&M Consolidated (TX),,1125665.0,,,DB,Kolby Harvell-Peel,,Questionable,Oklahoma State,,,,harvellpeel,,,3a84bbe0-c965-11ec-9af6-61153bad5574,,['DB'],
,Thomas,,80957A3AB9F5BA18,,,,Trevian,True,,,42.0,,trevian,"{'channel_id': '1222983692134133760', 'rookie_year': '2025'}",[],,,196,Active,#trevianthomas-NFL-FA-42,71,19023.0,0.0,trevianthomas,nfl,,9999999.0,,12962,,Americus Sumter County South (GA),,,,,DB,Trevian Thomas,,,Arkansas State,,,,thomas,,,7d5f1360-2511-11f0-bc1a-b70baed98a41,,['DB'],
,Johnson,1989-08-20,,13898.0,,,James-Michael,False,,,56.0,,jamesmichael,,[],31.0,,240,Inactive,#jamesmichaeljohnson-NFL-FA-56,"6'1""",8225.0,8.0,jamesmichaeljohnson,nfl,,9999999.0,,1081,,Rodriguez (CA),,,,25830.0,LB,James-Michael Johnson,,,Nevada,15032.0,,,johnson,,,ee0e5c2a-4623-44ee-a46a-d59d348c5f75,,['LB'],
,Allen,2001-02-03,EECEBC603FD4,,,,Davis,True,,,87.0,,davis,"{'channel_id': '1113708701136482304', 'rookie_year': '2023'}",[],24.0,,251,Active,#davisallen-NFL-LAR-87,78,17030.0,2.0,davisallen,nfl,,553.0,,10214,1754858702857.0,Calhoun (GA),,1161664.0,,,TE,Davis Allen,LAR,,Clemson,,4.0,,allen,,TE,02a77d8c-3b89-4a61-86a2-0c005c1e589a,,['TE'],
,Snow,,,21833.0,,,Phil,True,,14851.0,0.0,,phil,{'channel_id': '1116853305440468992'},[],,,,Inactive,#philsnow-NFL-FA-0,,,0.0,philsnow,nfl,,9999999.0,,6771,1579549204804.0,,,,,,,Phil Snow,,,,,,,snow,,,,,,
,Thornhill,1995-10-19,CF45662859DD,20965.0,, 00-0035625,Juan,True,,14079.0,22.0,,juan,"{'channel_id': '1113708839699509248', 'rookie_year': '2019'}",[],29.0,,205,Active,#juanthornhill-NFL-PIT-22,72,13824.0,6.0,juanthornhill,nfl,,9999999.0,,6145,1742255401790.0,Altavista (VA),,883971.0,,31895.0,DB,Juan Thornhill,PIT,,Virginia,3917909.0,1.0,,thornhill,,FS,73ec5a10-dd68-448e-938f-25021cbc3004,,['DB'],
,Spiller,2001-08-09,672AF6DC32AA,,,,Isaiah,True,,,35.0,,isaiah,"{'channel_id': '1113708693632872449', 'rookie_year': '2022'}",[],23.0,,215,Active,#isaiahspiller-NFL-FA-35,73,15908.0,3.0,isaiahspiller,nfl,,9999999.0,,8153,1745616019609.0,Klein Collins (TX),,1180332.0,,,RB,Isaiah Spiller,,,Texas A&M,,,,spiller,,,c77e2eb3-ae90-4819-afb1-c6f88e558717,,['RB'],
,Bowers,1996-05-26,F804E597364B,21719.0,,,Nick,True,,,88.0,,nick,"{'channel_id': '1116853365880389632', 'rookie_year': '2020'}",[],28.0,,260,Active,#nickbowers-NFL-FA-88,76,14869.0,4.0,nickbowers,nfl,,355.0,,7308,1693608328560.0,Kittanning (PA),,883307.0,,33315.0,TE,Nick Bowers,,,Penn State,3929633.0,,,bowers,,,bd30c0ca-196e-4f7d-b37d-d4d52dd40b62,,['TE'],
,Key,1997-10-28,A94ABAEFDFD9,,,,Devon,True,,,26.0,,devon,"{'channel_id': '1113708826311290880', 'rookie_year': '2021'}",[],27.0,,208,Active,#devonkey-NFL-DEN-26,72,15713.0,4.0,devonkey,nfl,,9999999.0,,8004,1741154142729.0,Bryan Station (KY),,921657.0,,,DB,Devon Key,DEN,,Western Kentucky,,2.0,,key,,FS,83b719f1-e6ac-4611-8235-c2f6bd198fa3,,['DB'],
,Latu,2000-02-24,2CDAC4D59E9B,,,,Nate,True,,,,,nate,"{'channel_id': '1116852707617931264', 'rookie_year': '2024'}",[],25.0,,265,Active,#natelatu-NFL-FA,76,,1.0,natelatu,nfl,,9999999.0,,11892,,Olympus (UT),,1286712.0,,,DE,Nate Latu,,,Oklahoma State,,,,latu,,,2ba3d280-056f-11ef-badc-9f92fc2344aa,,['DL'],
,Fryar,,AD2117DDE2E1F75E,,,,Josh,True,,,78.0,,josh,"{'channel_id': '1222092827257749504', 'rookie_year': '2025'}",[],,,320,Active,#joshfryar-NFL-ARI-78,77,,0.0,joshfryar,nfl,,9999999.0,,12798,,Beech Groove (IN),,,,,OL,Josh Fryar,ARI,,Ohio State,,,,fryar,,OL,4c94b640-2322-11f0-b7ba-bd45e49b4e1c,,['OL'],
,Samuels,1996-07-20,,19996.0,,00-0034331,Jaylen,True,,13189.0,27.0,,jaylen,"{'channel_id': '1116853056856653824', 'injury_override_regular_2020_5': 'Active'}",[],25.0,,225,Active,#jaylensamuels-NFL-FA-27,72,12779.0,4.0,jaylensamuels,nfl,,9999999.0,,5107,1654044024482.0,Mallard Creek (NC),,832232.0,832232.0,31135.0,RB,Jaylen Samuels,,,North Carolina State,3116721.0,,,samuels,,,fd4241f9-ab42-4dba-a701-455b896eca28,,['RB'],
,Spector,1998-10-20,95A36321FB28,,,,Baylon,True,,,54.0,Calf,baylon,"{'channel_id': '1113708758485200896', 'rookie_year': '2022'}",[],26.0,,233,Inactive,#baylonspector-NFL-FA-54,72,15954.0,3.0,baylonspector,nfl,,9999999.0,,8299,1754879104806.0,Calhoun (GA),,974192.0,,,LB,Baylon Spector,,Questionable,Clemson,,,,spector,,,bde43579-bb08-4711-8f59-3a7d52e525fd,,['LB'],
,Okorafor,1997-08-08,82100152DE2E,19906.0,,00-0034768,Chukwuma,True,,,79.0,,chukwuma,"{'channel_id': '1113708794195505152', 'rookie_year': '2018'}",[],28.0,,320,Active,#chukwumaokorafor-NFL-NYJ-79,78,12805.0,7.0,chukwumaokorafor,nfl,,9999999.0,,5023,1741815315692.0,Southfield (MI),,821483.0,,31062.0,OL,Chukwuma Okorafor,NYJ,,Western Michigan,3129473.0,,,okorafor,,OL,a4e669b3-32f3-4762-8b01-df6ef8dd0e51,,"['OL', 'OT']",
,Rose,2000-05-25,C28F305C022C,,,,Mike,True,,,54.0,,mike,"{'channel_id': '1116853483421564928', 'rookie_year': '2022', 'source_id': '660bdec4-d6a4-4835-b768-c89f3e0090e3', 'years_exp_shift': '1'}",[],24.0,,250,Active,#mikerose-NFL-FA-54,76,16450.0,3.0,mikerose,nfl,,9999999.0,,8346,1691074245951.0,Brecksville-Broadview (OH),,1121764.0,,,LB,Mike Rose,,,Iowa State,,,,rose,,,cbe2fc30-ce0d-11ec-8f7c-f5226825ea6a,,['LB'],
,Maggio,1998-04-23,,22204.0,,,Dom,True,,,36.0,,dom,{'channel_id': '1116853348675354624'},[],24.0,,192,Active,#dommaggio-NFL-FA-36,73,15142.0,2.0,dommaggio,nfl,,9999999.0,,7202,1656784527518.0,Boys' Latin School (MD),,910845.0,,33000.0,P,Dom Maggio,,,Wake Forest,,,,maggio,,,c7273f41-5e8b-4e0c-9606-c8c1bf6f6298,,['P'],
,Simon,1990-07-06,,16982.0,,00-0031620,Deon,False,,,79.0,,deon,,[],30.0,,332,Inactive,#deonsimon-NFL-FA-79,"6'4""",10495.0,5.0,deonsimon,nfl,,9999999.0,,2522,1514426102120.0,Glen Oaks (LA),,,609433.0,28611.0,NT,Deon Simon,,,"Northwestern State, La.",2568060.0,,,simon,,,df13444e-015f-413a-89f2-fe402765f232,,['DL'],
,Wenning,1991-02-14,,16103.0,,,Keith,False,,,3.0,,keith,,[],29.0,,225,Inactive,#keithwenning-NFL-FA-3,"6'3""",9698.0,6.0,keithwenning,nfl,,9999999.0,,1883,,Coldwater (OH),,,542289.0,27722.0,QB,Keith Wenning,,,Ball State,16915.0,,,wenning,,,5881b91d-5797-49f9-b0a1-becbb7068ee7,,['QB'],
,Copeland,1991-07-02,,15423.0,,00-0030010,Brandon,True,,,49.0,,brandon,"{'channel_id': '1116852752656367616', 'injury_override_regular_2020_5': 'COV'}",[],31.0,,260,Active,#brandoncopeland-NFL-FA-49,75,9806.0,9.0,brandoncopeland,nfl,,9999999.0,,1657,1692636607139.0,Gilman School (MD),,501339.0,501339.0,27259.0,LB,Brandon Copeland,,,Penn,16393.0,,,copeland,,,b6d2274d-87cf-4427-bddf-ee8a1b4ea652,,"['DL', 'LB']",
,McLellan,1999-04-21,A0B02148A991,,,,Tyler,True,,,74.0,,tyler,"{'channel_id': '1113708690612973568', 'rookie_year': '2024'}",[],26.0,,355,Active,#tylermclellan-NFL-FA-74,80,18355.0,1.0,tylermclellan,nfl,,9999999.0,,11866,1748468717759.0,Fort Dorchester (SC),,1061498.0,,,OL,Tyler McLellan,,,Campbell,,,,mclellan,,,52e72f40-0506-11ef-a08b-5dc22c0af0d0,,['OL'],
,Dobbs,1995-01-26,6CF233854A5A,19025.0,,00-0033949,Joshua,True,,12335.0,11.0,,joshua,"{'channel_id': '1113708873954390016', 'rookie_year': '2017'}",[],30.0,,220,Active,#joshuadobbs-NFL-NE-11,75,11834.0,8.0,joshuadobbs,nfl,,488.0,,4179,1755384014784.0,Alpharetta (GA),,741262.0,741262.0,30248.0,QB,Joshua Dobbs,NE,,Tennessee,3044720.0,2.0,,dobbs,,QB,15bedebc-839e-450a-86f6-1f5ad1f4f820,,['QB'],
,Goode,1984-11-02,,5633.0,,,Brett,False,,,61.0,,brett,,[],35.0,,255,Inactive,#brettgoode-NFL-FA-61,"6'1""",7010.0,13.0,brettgoode,nfl,,9999999.0,,224,1510681501133.0,Northside (AR),,,,9069.0,LS,Brett Goode,,,Arkansas,11229.0,,,goode,,,c539cbe5-eecd-4890-ace8-ce93088f9a25,,['LS'],
,McClain,1988-07-22,,11464.0,,,Robert,False,,,36.0,,robert,,[],32.0,,195,Inactive,#robertmcclain-NFL-FA-36,"5'9""",6825.0,10.0,robertmcclain,nfl,,9999999.0,,614,1515775802295.0,Patuxent (MD),,,334544.0,24225.0,CB,Robert McClain,,,Connecticut,13412.0,,,mcclain,,,1385e6d8-e1d1-4e9b-89ea-cc10f11ae181,,['DB'],
,Gray,2002-10-30,F6546BBE5C6B,,,,Cedric,True,,,51.0,,cedric,"{'channel_id': '1113708834733453312', 'rookie_year': '2024'}",[],22.0,,234,Active,#cedricgray-NFL-TEN-51,74,17849.0,1.0,cedricgray,nfl,,647.0,,11742,1738890054602.0,Ardrey Kell (NC),,1215086.0,,,LB,Cedric Gray,TEN,,North Carolina,,2.0,,gray,,LILB,bc424a1d-0931-404a-8997-5278b1a50d73,,['LB'],
,Weiss,1995-06-08,,20430.0,,00-0034492,Brant,True,,,67.0,,brant,{'channel_id': '1116853115824373760'},[],26.0,,297,Inactive,#brantweiss-NFL-FA-67,78,13223.0,4.0,brantweiss,nfl,,9999999.0,,5521,1567957513289.0,,,,,31326.0,OT,Brant Weiss,,,Toledo,3059941.0,,,weiss,,,0f8e560c-013d-47ad-8fa0-2a397ab3258e,,['OL'],
,Valoaga,1994-11-15,,19492.0,,00-0033758,Jeremiah,True,,,0.0,,jeremiah,{'channel_id': '1116852993380057088'},[],27.0,,275,Active,#jeremiahvaloaga-NFL-FA-0,78,12312.0,5.0,jeremiahvaloaga,nfl,,1266.0,,4603,1614652807100.0,Channel Island (CA),,693128.0,693128.0,30778.0,DE,Jeremiah Valoaga,,,Nevada-Las Vegas,2976151.0,,,valoaga,,,27488f5f-e895-499b-9e33-fddd3d5d603c,,['DL'],
,Ahlers,1999-11-10,2938427D6C03,,,,Holton,True,,,15.0,,holton,"{'channel_id': '1116852664873779200', 'rookie_year': '2023'}",[],23.0,,227,Active,#holtonahlers-NFL-FA-15,75,17265.0,1.0,holtonahlers,nfl,,312.0,,11216,1697678440443.0,D.H. Conley (NC),,1107060.0,,,QB,Holton Ahlers,,,East Carolina,,,,ahlers,,,2928b9a0-e9e9-11ed-9c34-3f26f2e7ed88,,['QB'],
,Bridgewater,,,20369.0,,,Brian,False,,,85.0,,brian,{'override_active': 'false'},[],,,282,Inactive,#brianbridgewater-NFL-FA-85,"6'5""",,0.0,brianbridgewater,nfl,,9999999.0,,5287,,,,,,,TE,Brian Bridgewater,,,None,3064518.0,,,bridgewater,,,,,['TE'],
,Quick,1989-06-05,,14424.0,,00-0029640,Brian,False,,7477.0,83.0,,brian,,[],32.0,,215,Inactive,#brianquick-NFL-FA-83,75,8095.0,10.0,brianquick,nfl,,9999999.0,,1208,1567272904930.0,Ridge View (SC),,,390159.0,25743.0,WR,Brian Quick,,,Appalachian State,14914.0,,,quick,,,f8ca735c-2779-4d0c-914e-e58e11c2356d,,['WR'],
,O'Connell,1998-09-01,031D6CADF278,,,,Aidan,True,,,12.0,Wrist,aidan,"{'channel_id': '1113708769738518529', 'rookie_year': '2023'}",[],26.0,,206,Active,#aidanoconnell-NFL-LV-12,75,16716.0,2.0,aidanoconnell,nfl,,373.0,,10866,1756047347032.0,Stevenson (IL),,1066811.0,,,QB,Aidan O'Connell,LV,Doubtful,Purdue,,3.0,,oconnell,,QB,5891a917-9071-4bc2-a652-7f702c44cbd2,,['QB'],
,Tezino,1997-06-21,ECD1502216F18C21,22469.0,,,Kyahva,True,,,33.0,,kyahva,"{'channel_id': '1116853398730178560', 'rookie_year': '2020'}",[],27.0,,235,Active,#kyahvatezino-NFL-FA-33,72,14910.0,4.0,kyahvatezino,nfl,,9999999.0,,7494,1724684143171.0,Salesian (CA),,886204.0,,33323.0,LB,Kyahva Tezino,,,San Diego State,3921659.0,,,tezino,,,2cb466a9-fce5-49ab-bff6-b0b0f8960cac,,['LB'],
,Smith,1992-12-18,,18696.0,,,Michael,False,,,75.0,,michael,,[],25.0,,285,Inactive,#michaelsmith-NFL-FA-75,"6'4""",11404.0,0.0,michaelsmith,nfl,,9999999.0,,3874,,,,,,29984.0,DT,Michael Smith,,,Southern Mississippi,,3.0,,smith,,DT,,,['DL'],
,Rochell,1995-04-22,9E76C92529BC,19117.0,,00-0033588,Isaac,True,,,96.0,,isaac,"{'channel_id': '1116852943706914816', 'rookie_year': '2017'}",[],28.0,,280,Active,#isaacrochell-NFL-FA-96,76,11939.0,6.0,isaacrochell,nfl,,9999999.0,,4271,1700011235784.0,Eagle's Landing Christian (GA),,749964.0,,30338.0,DE,Isaac Rochell,,,Notre Dame,3052894.0,,,rochell,,,f89332c7-decb-438a-bf7c-220d6c28e098,,['DL'],
,Porter,1977-03-22,,12098.0,,,Joey,False,,653.0,55.0,,joey,,[],43.0,,248,Inactive,#joeyporter-NFL-FA-55,"6'3""",16896.0,0.0,joeyporter,nfl,,9999999.0,,693,1755879930597.0,,,,,,LB,Joey Porter,,,Colorado State,,,,porter,,,,,['LB'],
