RK,TIERS,PLAYER NAME,TEAM,POS,BYE,UPSIDE ,BUST ,SOS,ECR VS ADP,PLAYER NAME_CLEAN,Matched Name,player_id,full_name,first_name,last_name,position,team,team_abbr,fantasy_positions,active,status,age,height,weight,college,years_exp,injury_status,injury_notes,injury_body_part,practice_description,practice_participation,birth_city,birth_state,birth_country,birth_date,team_changed_at,full_name_clean,is_rookie,is_lottery_ticket,handcuff,is_fantasypros_sleeper,num,player,RK_DIFF
155,10,Wan'Dale Robinson,NYG,WR60,14,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+29,wan'dale robinson,wan'dale robinson,8126,Wan'Dale Robinson,Wan'Dale,Robinson,WR,NYG,,['WR'],True,Active,24.0,68,185.0,Kentucky,3.0,,,,,,,,,2001-01-05,,wan'dale robinson,False,False,,False,152.0,Wan'Dale Robinson,3.0
156,10,Keenan Allen,LAC,WR61,12,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-9,keenan allen,keenan allen,1479,Keenan Allen,Keenan,Allen,WR,LAC,,['WR'],True,Active,33.0,74,211.0,California,12.0,,,,,,,,,1992-04-27,,keenan allen,False,False,,False,108.0,Keenan Allen,48.0
157,10,Tyler Allgeier,ATL,RB54,5,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+6,tyler allgeier,tyler allgeier,8132,Tyler Allgeier,Tyler,Allgeier,RB,ATL,,['RB'],True,Active,25.0,70,225.0,BYU,3.0,,,,,,,,,2000-04-15,,tyler allgeier,False,False,,False,133.0,Tyler Allgeier,24.0
158,10,Romeo Doubs,GB,WR62,5,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+55,romeo doubs,romeo doubs,8121,Romeo Doubs,Romeo,Doubs,WR,GB,,['WR'],True,Active,25.0,74,204.0,Nevada,3.0,,,,,,,,,2000-04-13,,romeo doubs,False,False,,False,193.0,Romeo Doubs,-35.0
159,10,DeMario Douglas,NE,WR63,14,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+40,demario douglas,demario douglas,9501,DeMario Douglas,DeMario,Douglas,WR,NE,,['WR'],True,Active,24.0,68,192.0,Liberty,2.0,,,,,,,,,2000-12-08,,demario douglas,False,True,,True,156.0,DeMario Douglas,3.0
160,10,Zach Ertz,WAS,TE18,12,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-7,zach ertz,zach ertz,1339,Zach Ertz,Zach,Ertz,TE,WAS,,['TE'],True,Active,34.0,77,250.0,Stanford,12.0,,,,,,,,,1990-11-10,,zach ertz,False,False,,False,165.0,Zach Ertz,-5.0
162,10,Adam Thielen,MIN,WR64,6,Coach Upside rating,Coach Bust rating,2 out of 5 stars,-3,adam thielen,adam thielen,1689,Adam Thielen,Adam,Thielen,WR,MIN,,['WR'],True,Active,35.0,74,195.0,Minnesota State,12.0,,,,,,,,,1990-08-22,,adam thielen,False,False,,False,136.0,Adam Thielen,26.0
163,10,Marquise Brown,KC,WR65,10,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-3,marquise brown,marquise goodwin,1346,Marquise Goodwin,Marquise,Goodwin,WR,,,['WR'],True,Active,33.0,69,185.0,Texas,11.0,,,,,,,,,1990-11-19,,marquise goodwin,False,False,,False,,,
164,10,Jonnu Smith,PIT,TE19,5,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-14,jonnu smith,jonnu smith,4144,Jonnu Smith,Jonnu,Smith,TE,PIT,,['TE'],True,Active,30.0,75,248.0,Florida International,8.0,Questionable,,Knee,,,,,,1995-08-22,,jonnu smith,False,False,,False,166.0,Jonnu Smith,-2.0
165,10,Joshua Palmer,BUF,WR66,7,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+62,joshua palmer,joshua palmer,7670,Joshua Palmer,Joshua,Palmer,WR,BUF,,['WR'],True,Active,25.0,73,210.0,Tennessee,4.0,,,,,,,,,1999-09-22,,joshua palmer,False,False,,False,201.0,Joshua Palmer,-36.0
166,10,Rico Dowdle,CAR,RB55,14,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+40,rico dowdle,rico dowdle,7021,Rico Dowdle,Rico,Dowdle,RB,CAR,,['RB'],True,Active,27.0,71,215.0,South Carolina,5.0,,,,,,,,,1998-06-14,,rico dowdle,False,False,,False,222.0,Rico Dowdle,-56.0
167,10,Cam Ward,TEN,QB26,10,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+6,cam ward,cam ward,12522,Cam Ward,Cam,Ward,QB,TEN,,['QB'],True,Active,23.0,74,219.0,Miami (FL),0.0,,,,,,,,,2002-05-25,,cam ward,True,False,,False,199.0,Cam Ward,-32.0
169,10,Kyle Williams,NE,WR67,14,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+61,kyle williams,kyle williams,7437,Kyle Williams,Kyle,Williams,WR,,,['WR'],False,Inactive,23.0,71,192.0,Arizona State,2.0,,,,,,,,,1998-10-15,,kyle williams,False,False,,False,164.0,Kyle Williams,5.0
170,10,Xavier Legette,CAR,WR68,14,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+8,xavier legette,xavier legette,11626,Xavier Legette,Xavier,Legette,WR,CAR,,['WR'],True,Active,24.0,75,227.0,South Carolina,1.0,,,,,,,,,2001-01-29,,xavier legette,False,False,,False,137.0,Xavier Legette,33.0
171,10,Sam Darnold,SEA,QB27,8,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+43,sam darnold,sam darnold,4943,Sam Darnold,Sam,Darnold,QB,SEA,,['QB'],True,Active,28.0,75,225.0,USC,7.0,,,,,,,,,1997-06-05,,sam darnold,False,False,,False,220.0,Sam Darnold,-49.0
172,10,Brenton Strange,JAC,TE20,8,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+18,brenton strange,brenton strange,9480,Brenton Strange,Brenton,Strange,TE,JAX,,['TE'],True,Active,24.0,76,253.0,Penn State,2.0,,,,,,,,,2000-12-27,,brenton strange,False,False,,True,168.0,Brenton Strange,4.0
174,10,Tre' Harris,LAC,WR69,12,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+46,tre' harris,tre' harris,12509,Tre' Harris,Tre',Harris,WR,LAC,,['WR'],True,Active,23.0,75,210.0,Ole Miss,0.0,Questionable,,Undisclosed,,,,,,2002-02-28,,tre' harris,True,False,,False,158.0,Tre' Harris,16.0
176,10,Jalen Coker,CAR,WR70,14,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+74,jalen coker,jalen coker,11646,Jalen Coker,Jalen,Coker,WR,CAR,,['WR'],True,Inactive,23.0,75,213.0,Holy Cross,1.0,IR,,Quadriceps,,,,,,2001-10-30,,jalen coker,False,False,,True,273.0,Jalen Coker,-97.0
178,10,Quentin Johnston,LAC,WR71,12,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+58,quentin johnston,quentin johnston,9754,Quentin Johnston,Quentin,Johnston,WR,LAC,,['WR'],True,Active,23.0,74,208.0,TCU,2.0,Questionable,,Head,,,,,,2001-09-06,,quentin johnston,False,False,,False,209.0,Quentin Johnston,-31.0
179,10,Ollie Gordon II,MIA,RB56,12,Coach Upside rating,Coach Bust rating,4 out of 5 stars,-5,ollie gordon,ollie gordon,12495,Ollie Gordon,Ollie,Gordon,RB,MIA,,['RB'],True,Active,21.0,74,225.0,Oklahoma State,0.0,,,,,,,,,2004-01-15,,ollie gordon,True,False,,True,246.0,Ollie Gordon II,-67.0
180,10,Chig Okonkwo,TEN,TE21,10,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+48,chig okonkwo,chig okonkwo,8210,Chig Okonkwo,Chig,Okonkwo,TE,TEN,,['TE'],True,Active,25.0,75,238.0,Maryland,3.0,,,,,,,,,1999-09-08,,chig okonkwo,False,True,,False,207.0,Chig Okonkwo,-27.0
184,10,Brandon Aubrey,DAL,K1,10,Coach Upside rating,Coach Bust rating,4 out of 5 stars,-83,brandon aubrey,brandon aubrey,11533,Brandon Aubrey,Brandon,Aubrey,K,DAL,,['K'],True,Active,30.0,75,218.0,Notre Dame,2.0,,,,,,,,,1995-03-14,,brandon aubrey,False,False,,False,184.0,Brandon Aubrey,0.0
185,11,DeAndre Hopkins,BAL,WR72,7,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+41,deandre hopkins,deandre hopkins,1426,DeAndre Hopkins,DeAndre,Hopkins,WR,BAL,,['WR'],True,Active,33.0,73,210.0,Clemson,12.0,Questionable,,Knee,,,,,,1992-06-06,,deandre hopkins,False,False,,False,205.0,DeAndre Hopkins,-20.0
187,11,Woody Marks,HOU,RB57,6,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+56,woody marks,woody marks,12474,Woody Marks,Woody,Marks,RB,HOU,,['RB'],True,Active,24.0,70,208.0,USC,0.0,,,,,,,,,2000-12-29,,woody marks,True,True,,True,212.0,Woody Marks,-25.0
188,11,Blake Corum,LAR,RB58,8,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+43,blake corum,blake corum,11586,Blake Corum,Blake,Corum,RB,LAR,,['RB'],True,Active,24.0,68,210.0,Michigan,1.0,,,,,,,,,2000-11-25,,blake corum,False,False,,False,214.0,Blake Corum,-26.0
189,11,Cameron Dicker,LAC,K2,12,Coach Upside rating,Coach Bust rating,5 out of 5 stars,-60,cameron dicker,cameron dicker,8259,Cameron Dicker,Cameron,Dicker,K,LAC,,['K'],True,Active,25.0,73,216.0,Texas,3.0,,,,,,,,,2000-05-06,,cameron dicker,False,False,,False,183.0,Cameron Dicker,6.0
190,11,Roschon Johnson,CHI,RB59,5,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+33,roschon johnson,roschon johnson,10235,Roschon Johnson,Roschon,Johnson,RB,CHI,,['RB'],True,Active,24.0,72,227.0,Texas,2.0,Questionable,,Foot,,,,,,2001-01-31,,roschon johnson,False,False,,False,195.0,Roschon Johnson,-5.0
191,11,Jake Bates,DET,K3,8,Coach Upside rating,Coach Bust rating,1 out of 5 stars,-66,jake bates,jake bates,11539,Jake Bates,Jake,Bates,K,DET,,['K'],True,Active,26.0,70,202.0,Arkansas,2.0,,,,,,,,,1999-03-03,,jake bates,False,False,,False,181.0,Jake Bates,10.0
192,11,Mike Gesicki,CIN,TE22,10,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+78,mike gesicki,mike gesicki,4993,Mike Gesicki,Mike,Gesicki,TE,CIN,,['TE'],True,Active,29.0,78,245.0,Penn State,7.0,Questionable,,Undisclosed,,,,,,1995-10-03,,mike gesicki,False,False,,False,259.0,Mike Gesicki,-67.0
194,11,Aaron Rodgers,PIT,QB28,5,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+35,aaron rodgers,aaron rodgers,96,Aaron Rodgers,Aaron,Rodgers,QB,PIT,,['QB'],True,Active,41.0,74,223.0,California,20.0,,,,,,,,,1983-12-02,,aaron rodgers,False,False,,False,268.0,Aaron Rodgers,-74.0
195,11,Cade Otton,TB,TE23,9,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+17,cade otton,cade otton,8111,Cade Otton,Cade,Otton,TE,TB,,['TE'],True,Active,26.0,77,247.0,Washington,3.0,Questionable,,Leg,,,,,,1999-04-15,,cade otton,False,False,,False,206.0,Cade Otton,-11.0
196,11,Isaac Guerendo,SF,RB60,14,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+11,isaac guerendo,isaac guerendo,11651,Isaac Guerendo,Isaac,Guerendo,RB,SF,,['RB'],True,Active,25.0,72,221.0,Louisville,1.0,,,,,,,,,2000-06-28,,isaac guerendo,False,True,,False,244.0,Isaac Guerendo,-48.0
197,11,Pat Freiermuth,PIT,TE24,5,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+14,pat freiermuth,pat freiermuth,7600,Pat Freiermuth,Pat,Freiermuth,TE,PIT,,['TE'],True,Active,26.0,77,258.0,Penn State,4.0,,,,,,,,,1998-10-25,,pat freiermuth,False,False,,False,216.0,Pat Freiermuth,-19.0
200,11,Wil Lutz,DEN,K4,12,Coach Upside rating,Coach Bust rating,5 out of 5 stars,-13,wil lutz,wil lutz,3678,Wil Lutz,Wil,Lutz,K,DEN,,['K'],True,Active,31.0,71,184.0,Georgia State,9.0,,,,,,,,,1994-07-07,,wil lutz,False,False,,False,288.0,Wil Lutz,-88.0
202,11,Ka'imi Fairbairn,HOU,K5,6,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-38,ka'imi fairbairn,ka'imi fairbairn,3451,Ka'imi Fairbairn,Ka'imi,Fairbairn,K,HOU,,['K'],True,Active,31.0,72,183.0,UCLA,9.0,,,,,,,,,1994-01-29,,ka'imi fairbairn,False,False,,False,237.0,Ka'imi Fairbairn,-35.0
203,11,Isaiah Likely,BAL,TE25,7,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-21,isaiah likely,isaiah likely,8131,Isaiah Likely,Isaiah,Likely,TE,BAL,,['TE'],True,Active,25.0,76,245.0,Coastal Carolina,3.0,Questionable,,Foot,,,,,,2000-04-18,,isaiah likely,False,False,,False,290.0,Isaiah Likely,-87.0
204,11,Alec Pierce,IND,WR73,11,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+40,alec pierce,alec pierce,8142,Alec Pierce,Alec,Pierce,WR,IND,,['WR'],True,Active,25.0,75,211.0,Cincinnati,3.0,,,,,,,,,2000-05-02,,alec pierce,False,False,,False,271.0,Alec Pierce,-67.0
205,11,Chase McLaughlin,TB,K6,9,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-59,chase mclaughlin,chase mclaughlin,6650,Chase McLaughlin,Chase,McLaughlin,K,TB,,['K'],True,Active,29.0,72,190.0,Illinois,6.0,,,,,,,,,1996-04-09,,chase mclaughlin,False,False,,False,182.0,Chase McLaughlin,23.0
206,11,Michael Wilson,ARI,WR74,8,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,+91,michael wilson,michael wilson,10232,Michael Wilson,Michael,Wilson,WR,ARI,,['WR'],True,Active,25.0,74,213.0,Stanford,2.0,,,,,,,,,2000-02-23,,michael wilson,False,False,,False,159.0,Michael Wilson,47.0
207,11,Mason Taylor,NYJ,TE26,9,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+32,mason taylor,mason taylor,12498,Mason Taylor,Mason,Taylor,TE,NYJ,,['TE'],True,Active,21.0,77,251.0,LSU,0.0,,,,,,,,,2004-05-08,,mason taylor,True,False,,False,215.0,Mason Taylor,-8.0
208,11,Jaylen Wright,MIA,RB61,12,Coach Upside rating,Coach Bust rating,4 out of 5 stars,-15,jaylen wright,jaylen wright,11643,Jaylen Wright,Jaylen,Wright,RB,MIA,,['RB'],True,Active,22.0,70,208.0,Tennessee,1.0,Doubtful,,Leg,,,,,,2003-04-01,,jaylen wright,False,False,,False,134.0,Jaylen Wright,74.0
209,11,Chris Boswell,PIT,K7,5,Coach Upside rating,Coach Bust rating,1 out of 5 stars,-53,chris boswell,chris boswell,1945,Chris Boswell,Chris,Boswell,K,PIT,,['K'],True,Active,34.0,74,185.0,Rice,11.0,,,,,,,,,1991-03-16,,chris boswell,False,False,,False,188.0,Chris Boswell,21.0
210,11,Darius Slayton,NYG,WR75,14,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+85,darius slayton,darius slayton,6149,Darius Slayton,Darius,Slayton,WR,NYG,,['WR'],True,Active,28.0,73,198.0,Auburn,6.0,,,,,,,,,1997-01-12,,darius slayton,False,False,,False,204.0,Darius Slayton,6.0
211,11,Will Shipley,PHI,RB62,9,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-9,will shipley,will shipley,11577,Will Shipley,Will,Shipley,RB,PHI,,['RB'],True,Active,23.0,71,209.0,Clemson,1.0,,,,,,,,,2002-08-29,,will shipley,False,True,,False,150.0,Will Shipley,61.0
212,11,Jack Bech,LV,WR76,8,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+20,jack bech,jack bech,12483,Jack Bech,Jack,Bech,WR,LV,,['WR'],True,Active,22.0,73,214.0,TCU,0.0,,,,,,,,,2002-12-18,,jack bech,True,False,,False,163.0,Jack Bech,49.0
213,11,Adonai Mitchell,IND,WR77,11,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+85,adonai mitchell,adonai mitchell,11625,Adonai Mitchell,Adonai,Mitchell,WR,IND,,['WR'],True,Active,22.0,74,205.0,Texas,1.0,,,,,,,,,2002-10-08,,adonai mitchell,False,True,,False,211.0,Adonai Mitchell,2.0
214,11,Pat Bryant,DEN,WR78,12,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+49,pat bryant,pat bryant,12492,Pat Bryant,Pat,Bryant,WR,DEN,,['WR'],True,Active,22.0,74,204.0,Illinois,0.0,,,,,,,,,2002-12-10,,pat bryant,True,False,,False,208.0,Pat Bryant,6.0
215,11,Evan McPherson,CIN,K8,10,Coach Upside rating,Coach Bust rating,1 out of 5 stars,-21,evan mcpherson,evan mcpherson,7839,Evan McPherson,Evan,McPherson,K,CIN,,['K'],True,Active,26.0,71,185.0,Florida,4.0,,,,,,,,,1999-07-21,,evan mcpherson,False,False,,False,257.0,Evan McPherson,-42.0
216,11,Harrison Butker,KC,K9,10,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-41,harrison butker,harrison butker,4227,Harrison Butker,Harrison,Butker,K,KC,,['K'],True,Active,30.0,76,205.0,Georgia Tech,8.0,,,,,,,,,1995-07-14,,harrison butker,False,False,,False,189.0,Harrison Butker,27.0
217,11,Elic Ayomanor,TEN,WR79,10,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+60,elic ayomanor,elic ayomanor,12499,Elic Ayomanor,Elic,Ayomanor,WR,TEN,,['WR'],True,Active,22.0,74,206.0,Stanford,0.0,,,,,,,,,2003-06-03,,elic ayomanor,True,False,,True,372.0,Elic Ayomanor,-155.0
219,11,Jaylin Noel,HOU,WR80,6,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+63,jaylin noel,jaylin noel,12536,Jaylin Noel,Jaylin,Noel,WR,HOU,,['WR'],True,Active,22.0,71,201.0,Iowa State,0.0,,,,,,,,,2002-09-04,,jaylin noel,True,False,,False,390.0,Jaylin Noel,-171.0
220,11,Tyler Bass,BUF,K10,7,Coach Upside rating,Coach Bust rating,2 out of 5 stars,-48,tyler bass,tyler bass,7042,Tyler Bass,Tyler,Bass,K,BUF,,['K'],True,Active,28.0,70,183.0,Georgia Southern,5.0,,,,,,,,,1997-02-14,,tyler bass,False,False,,False,186.0,Tyler Bass,34.0
221,11,Justice Hill,BAL,RB63,7,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+13,justice hill,justice hill,5995,Justice Hill,Justice,Hill,RB,BAL,,['RB'],True,Active,27.0,70,205.0,Oklahoma State,6.0,,,,,,,,,1997-11-14,,justice hill,False,False,,False,161.0,Justice Hill,60.0
222,11,Daniel Jones,IND,QB29,11,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+32,daniel jones,daniel jones,5870,Daniel Jones,Daniel,Jones,QB,IND,,['QB'],True,Active,28.0,77,230.0,Duke,6.0,,,,,,,,,1997-05-27,,daniel jones,False,False,,False,267.0,Daniel Jones,-45.0
224,11,DJ Giddens,IND,RB64,11,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+23,dj giddens,dj giddens,12471,DJ Giddens,DJ,Giddens,RB,IND,,['RB'],True,Active,22.0,72,212.0,Kansas State,0.0,,,,,,,,,2003-08-26,,dj giddens,True,False,,False,225.0,DJ Giddens,-1.0
225,11,Andrei Iosivas,CIN,WR81,10,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+61,andrei iosivas,andrei iosivas,10226,Andrei Iosivas,Andrei,Iosivas,WR,CIN,,['WR'],True,Active,25.0,75,210.0,Princeton,2.0,,,,,,,,,1999-10-15,,andrei iosivas,False,False,,False,263.0,Andrei Iosivas,-38.0
226,11,Jake Elliott,PHI,K11,9,Coach Upside rating,Coach Bust rating,2 out of 5 stars,-61,jake elliott,jake elliott,4195,Jake Elliott,Jake,Elliott,K,PHI,,['K'],True,Active,30.0,69,167.0,Memphis,8.0,,,,,,,,,1995-01-21,,jake elliott,False,False,,False,187.0,Jake Elliott,39.0
227,11,Kendre Miller,NO,RB65,11,Coach Upside rating,Coach Bust rating,4 out of 5 stars,-3,kendre miller,kendre miller,9757,Kendre Miller,Kendre,Miller,RB,NO,,['RB'],True,Active,23.0,72,220.0,TCU,2.0,,,,,,,,,2002-06-11,,kendre miller,False,False,,False,221.0,Kendre Miller,6.0
228,11,Chris Rodriguez Jr.,WAS,RB66,12,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+63,chris rodriguez,chris rodriguez,10219,Chris Rodriguez,Chris,Rodriguez,RB,WAS,,['RB'],True,Active,25.0,71,224.0,Kentucky,2.0,,,,,,,,,1999-09-26,,chris rodriguez,False,False,,False,391.0,Chris Rodriguez Jr.,-163.0
229,11,Kyle Monangai,CHI,RB67,5,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+23,kyle monangai,kyle monangai,12534,Kyle Monangai,Kyle,Monangai,RB,CHI,,['RB'],True,Active,23.0,68,207.0,Rutgers,0.0,Questionable,,Undisclosed,,,,,,2002-06-06,,kyle monangai,True,False,,True,245.0,Kyle Monangai,-16.0
230,11,Kareem Hunt,KC,RB68,10,Coach Upside rating,Coach Bust rating,2 out of 5 stars,-35,kareem hunt,kareem hunt,4098,Kareem Hunt,Kareem,Hunt,RB,KC,,['RB'],True,Active,30.0,71,216.0,Toledo,8.0,,,,,,,,,1995-08-06,,kareem hunt,False,False,,False,213.0,Kareem Hunt,17.0
231,11,Calvin Austin III,PIT,WR82,5,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+50,calvin austin,calvin austin,8125,Calvin Austin,Calvin,Austin,WR,PIT,,['WR'],True,Active,26.0,69,162.0,Memphis,3.0,Questionable,,Undisclosed,,,,,,1999-03-24,,calvin austin,False,False,,False,232.0,Calvin Austin III,-1.0
232,11,Dalton Schultz,HOU,TE27,6,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-7,dalton schultz,dalton schultz,5001,Dalton Schultz,Dalton,Schultz,TE,HOU,,['TE'],True,Active,29.0,77,242.0,Stanford,7.0,,,,,,,,,1996-07-11,,dalton schultz,False,False,,False,217.0,Dalton Schultz,15.0
233,12,Dontayvion Wicks,GB,WR83,5,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+47,dontayvion wicks,dontayvion wicks,9486,Dontayvion Wicks,Dontayvion,Wicks,WR,GB,,['WR'],True,Active,24.0,73,206.0,Virginia,2.0,Questionable,,Calf,,,,,,2001-06-16,,dontayvion wicks,False,False,,False,404.0,Dontayvion Wicks,-171.0
234,12,Jalen McMillan,TB,WR84,9,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+45,jalen mcmillan,jalen mcmillan,11618,Jalen McMillan,Jalen,McMillan,WR,TB,,['WR'],True,Inactive,23.0,73,192.0,Washington,1.0,IR,Strain,Neck,,,,,,2001-12-07,,jalen mcmillan,False,False,,False,264.0,Jalen McMillan,-30.0
235,12,Tyler Lockett,TEN,WR85,10,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+40,tyler lockett,tyler lockett,2374,Tyler Lockett,Tyler,Lockett,WR,TEN,,['WR'],True,Active,32.0,70,182.0,Kansas State,10.0,,,,,,,,,1992-09-28,,tyler lockett,False,False,,False,194.0,Tyler Lockett,41.0
236,12,Ja'Tavion Sanders,CAR,TE28,14,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+48,ja'tavion sanders,ja'tavion sanders,11600,Ja'Tavion Sanders,Ja'Tavion,Sanders,TE,CAR,,['TE'],True,Active,22.0,76,252.0,Texas,1.0,,,,,,,,,2003-03-27,,ja'tavion sanders,False,False,,False,292.0,Ja'Tavion Sanders,-56.0
237,12,Russell Wilson,NYG,QB30,14,Coach Upside rating,Coach Bust rating,1 out of 5 stars,+9,russell wilson,russell wilson,1234,Russell Wilson,Russell,Wilson,QB,NYG,,['QB'],True,Active,36.0,71,206.0,Wisconsin,13.0,,,,,,,,,1988-11-29,,russell wilson,False,False,,False,269.0,Russell Wilson,-32.0
238,12,Keaton Mitchell,BAL,RB69,7,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+10,keaton mitchell,keaton mitchell,9511,Keaton Mitchell,Keaton,Mitchell,RB,BAL,,['RB'],True,Active,23.0,68,190.0,East Carolina,2.0,,,,,,,,,2002-01-17,,keaton mitchell,False,False,,False,249.0,Keaton Mitchell,-11.0
239,12,MarShawn Lloyd,GB,RB70,5,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+16,marshawn lloyd,marshawn lloyd,11581,MarShawn Lloyd,MarShawn,Lloyd,RB,GB,,['RB'],True,Inactive,24.0,69,220.0,USC,1.0,IR,,Hamstring,,,,,,2001-01-05,,marshawn lloyd,False,False,,False,162.0,MarShawn Lloyd,77.0
240,12,Elijah Arroyo,SEA,TE29,8,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+2,elijah arroyo,elijah arroyo,12521,Elijah Arroyo,Elijah,Arroyo,TE,SEA,,['TE'],True,Active,22.0,77,254.0,Miami (FL),0.0,,,,,,,,,2003-04-05,,elijah arroyo,True,True,,False,258.0,Elijah Arroyo,-18.0
241,12,Tory Horton,SEA,WR86,8,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-4,tory horton,tory horton,12497,Tory Horton,Tory,Horton,WR,SEA,,['WR'],True,Active,22.0,74,196.0,Colorado State,0.0,Questionable,,Ankle,,,,,,2002-11-29,,tory horton,True,False,,True,379.0,Tory Horton,-138.0
242,12,Juwan Johnson,NO,TE30,11,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+47,juwan johnson,juwan johnson,7002,Juwan Johnson,Juwan,Johnson,TE,NO,,['TE'],True,Active,28.0,76,231.0,Oregon,5.0,,,,,,,,,1996-09-13,,juwan johnson,False,False,,False,291.0,Juwan Johnson,-49.0
243,12,Dont'e Thornton Jr.,LV,WR87,8,Coach Upside rating,Coach Bust rating,4 out of 5 stars,-10,dont'e thornton,dont'e thornton,12541,Dont'e Thornton,Dont'e,Thornton,WR,LV,,['WR'],True,Active,22.0,77,205.0,Tennessee,0.0,,,,,,,,,2002-11-30,,dont'e thornton,True,False,,True,210.0,Dont'e Thornton Jr.,33.0
244,12,Brashard Smith,KC,RB71,10,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+16,brashard smith,brashard smith,12455,Brashard Smith,Brashard,Smith,RB,KC,,['RB'],True,Active,22.0,70,196.0,SMU,0.0,,,,,,,,,2003-04-11,,brashard smith,True,False,,False,283.0,Brashard Smith,-39.0
245,12,Dameon Pierce,HOU,RB72,6,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+40,dameon pierce,dameon pierce,8129,Dameon Pierce,Dameon,Pierce,RB,HOU,,['RB'],True,Active,25.0,70,215.0,Florida,3.0,,,,,,,,,2000-02-19,,dameon pierce,False,False,,False,,,
246,12,Younghoe Koo,ATL,K12,5,Coach Upside rating,Coach Bust rating,4 out of 5 stars,-36,younghoe koo,younghoe koo,4666,Younghoe Koo,Younghoe,Koo,K,ATL,,['K'],True,Active,31.0,70,195.0,Georgia Southern,8.0,,,,,,,,,1994-08-03,,younghoe koo,False,False,,False,351.0,Younghoe Koo,-105.0
247,12,Matt Gay,WAS,K13,12,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-39,matt gay,matt gay,6083,Matt Gay,Matt,Gay,K,WAS,,['K'],True,Active,31.0,72,232.0,Utah,6.0,,,,,,,,,1994-03-15,,matt gay,False,False,,False,192.0,Matt Gay,55.0
