depth_chart_position,hashtag,years_exp,birth_city,sport,full_name,practice_description,yahoo_id,team_abbr,active,pandascore_id,metadata,depth_chart_order,college,search_rank,player_id,practice_participation,first_name,search_last_name,espn_id,status,swish_id,birth_date,opta_id,injury_status,gsis_id,birth_state,sportradar_id,height,injury_notes,oddsjam_id,search_full_name,stats_id,age,high_school,team_changed_at,birth_country,last_name,rotowire_id,number,fantasy_positions,weight,injury_body_part,injury_start_date,position,search_first_name,fantasy_data_id,team,rotoworld_id,competitions,news_updated
RDE,#eseziotomewo-NFL-PIT-72,3.0,,nfl,Esezi Otomewo,,,,True,,"{'channel_id': '1113708893998968832', 'rookie_year': '2022'}",3.0,Minnesota,9999999.0,8342,,Esezi,otomewo,,Active,976461.0,1999-03-09,,,,,e1e303e9-062e-429c-a52b-23f88d9dc725,77,,0E7FF8A74D50,eseziotomewo,,26.0,Ben Davis (IN),,,Otomewo,16201.0,72.0,['DL'],282,,,DL,esezi,,PIT,,[],1730391324033.0
,#dextermcdonald-NFL-FA-23,5.0,,nfl,Dexter McDonald,,28630.0,,False,,,,Kansas,9999999.0,2541,,Dexter,mcdonald,2513908.0,Inactive,,1991-11-30,,,00-0032212,,8796d7af-c72c-4a1e-9665-677afd849a52,"6'1""",,,dextermcdonald,555779.0,28.0,Rockhurst (MO),,,McDonald,10437.0,23.0,['DB'],200,,,CB,dexter,17001.0,,,[],1536002800161.0
TE,#ericsaubert-NFL-SEA-81,8.0,,nfl,Eric Saubert,,30287.0,,True,,"{'channel_id': '1113708875871186945', 'rookie_year': '2017'}",3.0,Drake,656.0,4189,,Eric,saubert,2975863.0,Active,694931.0,1994-05-09,,,00-0033576,,582dc00e-e7ec-4ca7-bff0-f7b1d604017b,77,,FFA71DADAF76,ericsaubert,694931.0,31.0,Hoffman Estates (IL),,,Saubert,11897.0,81.0,['TE'],253,,,TE,eric,19035.0,SEA,,[],1753755617782.0
,#davidausberry-NFL-FA-86,5.0,,nfl,David Ausberry,,,,False,,,,USC,9999999.0,882,,David,ausberry,14102.0,Inactive,,1987-09-25,,,,,2214528d-0f8a-49bc-afd1-59d88d64f74b,"6'3""",,,davidausberry,322824.0,29.0,,,,Ausberry,,86.0,['TE'],235,,,TE,david,13050.0,,,[],
RCB,#montaricbrown-NFL-JAX-30,3.0,,nfl,Montaric Brown,,,,True,,"{'channel_id': '1113708893306908672', 'rookie_year': '2022'}",2.0,Arkansas,9999999.0,8305,,Montaric,brown,,Active,1060716.0,1999-08-24,,Questionable,,,ce4e14db-c509-4a67-9898-ecf64b5ef795,72,,69B4DF15306B,montaricbrown,,26.0,Ashdown (AR),,,Brown,16154.0,30.0,['DB'],190,Leg,,DB,montaric,,JAX,,[],1753803322325.0
RCB,#azareyehthomas-NFL-NYJ-23,0.0,,nfl,Azareye'h Thomas,,,,True,,"{'channel_id': '1221700197826961409', 'rookie_year': '2025', 'source_id': '884043b0-8b6a-11ec-ba4f-5baf2db9fc89'}",2.0,Florida State,9999999.0,12601,,Azareye'h,thomas,,Active,,2004-07-06,,Questionable,,,6aa62324-5bbb-4059-bd22-65ad7a8cdb74,73,,1169DF35A6A53BD3,azareyehthomas,,21.0,Niceville (FL),,,Thomas,18585.0,23.0,['DB'],197,Shoulder,,DB,azareyeh,,NYJ,,[],1754412323858.0
SLB,#tylergray-NFL-FA-57,0.0,,nfl,Tyler Gray,,29827.0,,False,,,3.0,Boise State,9999999.0,3757,,Tyler,gray,2972899.0,Inactive,,1993-02-17,,,,,,"6'3""",,,tylergray,,25.0,,,,Gray,11586.0,57.0,['LB'],225,,,OLB,tyler,18569.0,,,[],
,#bradleysowell-NFL-FA-85,10.0,,nfl,Bradley Sowell,,26050.0,,True,,{'channel_id': '1116852727612178432'},,Mississippi,9999999.0,1269,,Bradley,sowell,15284.0,Active,,1989-06-06,,,00-0029091,,b80f5604-dcbf-42e5-aaab-0e996b318002,78,,,bradleysowell,396667.0,32.0,Hernando (MS),,,Sowell,9091.0,85.0,['OL'],277,,,TE,bradley,14707.0,,,[],1574615130819.0
,#elijahholyfield-NFL-FA-36,4.0,,nfl,Elijah Holyfield,,32148.0,,True,,{'channel_id': '1116853176578867200'},,Georgia,9999999.0,5919,,Elijah,holyfield,4035006.0,Active,922028.0,1997-11-30,,, 00-0035442,,ebae3f19-b8bb-43d6-ae78-d21e9dc08b61,70,,,elijahholyfield,922028.0,25.0,Woodward Academy (GA),,,Holyfield,13534.0,36.0,['RB'],219,,,RB,elijah,20809.0,,,[],1696977937447.0
,#karelhamilton-NFL-FA-13,5.0,,nfl,Karel Hamilton,,30579.0,,True,,{'channel_id': '1116852956684091392'},,Samford,9999999.0,4364,,Karel,hamilton,3060377.0,Active,,1995-03-30,,,,,2a4b7600-5c55-4484-b9aa-6998a3197d28,73,,,karelhamilton,748398.0,26.0,Strawberry Crest (FL),,,Hamilton,12387.0,13.0,['WR'],202,,,WR,karel,19221.0,,,[],
,#robkelley-NFL-FA-20,6.0,,nfl,Rob Kelley,,29694.0,,False,,,,Tulane,9999999.0,3657,,Rob,kelley,2575408.0,Inactive,,1992-10-03,,,00-0032371,,6a65641c-5ee2-44e3-8a75-7f98887b40ae,72,,,robkelley,602831.0,29.0,Walker (LA),,,Kelley,11265.0,20.0,['RB'],233,,,RB,rob,18451.0,,11834.0,[],1565106929571.0
OL,#esapole-NFL-NYJ-67,0.0,,nfl,Esa Pole,,,,True,,"{'channel_id': '1222319316146339840', 'rookie_year': '2025'}",,Washington State,9999999.0,12811,,Esa,pole,,Active,,,,,,,9f8a0010-23a6-11f0-b68e-f3457b37f11f,79,,DE7F1F9CCA67E557,esapole,,,Mount Eden (CA),,,Pole,,67.0,['OT'],319,,,OT,esa,,NYJ,,[],
,#tobennaokeke-NFL-FA-49,4.0,,nfl,Tobenna Okeke,,31709.0,,True,,{'channel_id': '1116853152151240704'},,Fresno State,9999999.0,5725,,Tobenna,okeke,3124544.0,Active,,1996-07-17,,,00-0034719,,0bfa4f27-7a00-438a-a0c9-20fbf0be3370,75,,,tobennaokeke,,25.0,Elkins,,,Okeke,13307.0,49.0,['LB'],245,,,OLB,tobenna,20645.0,,,[],
,#prestonparker-NFL-FA-15,10.0,,nfl,Preston Parker,,24373.0,,False,,,,North Alabama,9999999.0,620,,Preston,parker,13703.0,Inactive,,1987-02-13,,,,,79c9c4ff-58e6-4789-bfdf-83711c1d0a7c,"6'0""",,,prestonparker,323500.0,33.0,Atlantic (FL),,,Parker,,15.0,['WR'],200,,,WR,preston,11517.0,,,[],
,#demichaelharrisdup-NFL-FA-0,2.0,,nfl,DeMichael Harris-DUP,,,,False,,{'override_active': 'false'},,Southern Mississippi,9999999.0,8099,,DeMichael,harrisdup,,Active,,1998-07-12,,,,,9150d596-af82-4350-91f5-2a4b2e838106,0,,,demichaelharrisdup,,23.0,St. Aloysius (MS),,,Harris-DUP,,0.0,['WR'],0,,,WR,demichael,,,,[],
,#dennisparks-NFL-FA-0,9.0,,nfl,Dennis Parks,,29738.0,,True,,"{'channel_id': '1202954214687375360', 'rookie_year': '2016'}",,Rice,9999999.0,3727,,Dennis,parks,,Active,,1994-07-27,,,,,c914b378-32c9-46b6-864e-feb15450da13,74,,,dennisparks,,30.0,Judson,,,Parks,11279.0,0.0,['WR'],200,,,WR,dennis,18535.0,,,[],
,#averydavis-NFL-FA-84,1.0,,nfl,Avery Davis,,,,True,,{'channel_id': '1116852701938843648'},,Notre Dame,276.0,11544,,Avery,davis,,Active,1066741.0,1998-09-26,,,,,3677ca00-3639-11ee-b307-6dcbad0bec89,71,,,averydavis,,24.0,Cedar Hill (TX),,,Davis,17656.0,84.0,['WR'],198,,,WR,avery,,,,[],1693171841055.0
NT,#jordandavis-NFL-PHI-90,3.0,,nfl,Jordan Davis,,,,True,,"{'channel_id': '1113708716009484288', 'rookie_year': '2022'}",1.0,Georgia,973.0,8269,,Jordan,davis,,Active,1131014.0,2000-01-12,,,,,6528c7dc-2a02-4577-9246-b590be05eeeb,78,,FF2B6513A8BA,jordandavis,,25.0,Mallard Creek (NC),,,Davis,15930.0,90.0,['DL'],336,,,DL,jordan,,PHI,,[],1756095652465.0
,#tonystevens-NFL-FA-1,5.0,,nfl,Tony Stevens,,30688.0,,True,,{'channel_id': '1116852976770613248'},,Auburn,9999999.0,4497,,Tony,stevens,3051897.0,Active,,1995-03-14,,,,,7047e3fe-b894-42c3-95c1-360b94bd042b,76,,,tonystevens,746892.0,26.0,Evans (FL),,,Stevens,12176.0,1.0,['WR'],212,,,WR,tony,19367.0,,,[],
,#jaleelscott-NFL-FA-18,4.0,,nfl,Jaleel Scott,,31102.0,,True,,{'channel_id': '1116853048430297088'},,New Mexico State,1344.0,5005,,Jaleel,scott,4040792.0,Inactive,,1995-02-23,,,00-0034267,,74761635-c70b-4cbb-abcc-f882e5efae00,77,,,jaleelscott,912761.0,26.0,Rock Hill (SC),,,Scott,12776.0,18.0,['WR'],210,,,WR,jaleel,19925.0,,,[],1620415556016.0
OL,#yasirdurant-NFL-NE-72,5.0,,nfl,Yasir Durant,,32949.0,,True,,"{'channel_id': '1116853364135559168', 'rookie_year': '2020'}",,Missouri,9999999.0,7297,,Yasir,durant,4241213.0,Inactive,975312.0,1998-05-21,,IR,,,ed37f30a-de45-4af6-b7b5-5f218bf786ab,78,,,yasirdurant,,27.0,Imhotep Institute Charter (PA),,,Durant,14664.0,72.0,['OL'],330,Undisclosed,,G,yasir,21998.0,NE,,[],1754015144371.0
,#stevanridley-NFL-FA-22,11.0,,nfl,Stevan Ridley,,24860.0,,False,,,,Louisiana State,9999999.0,811,,Stevan,ridley,14028.0,Inactive,,1989-01-27,,,00-0028011,,170b4c5f-a345-4899-8d81-e8982b0f3d65,71,,,stevanridley,381639.0,32.0,Trinity Episcopal (MS),,,Ridley,7361.0,22.0,['RB'],220,,,RB,stevan,12774.0,,6487.0,[],1546397118514.0
,#lacheseastrunk-NFL-FA-36,1.0,,nfl,Lache Seastrunk,,27714.0,,False,,,,Baylor,9999999.0,2101,,Lache,seastrunk,16885.0,Inactive,,1991-07-29,,,,,c7dc0b97-a8be-4be3-899a-58ab461d8770,"5'9""",,,lacheseastrunk,555569.0,27.0,,,,Seastrunk,9275.0,36.0,['RB'],201,,,RB,lache,16423.0,,,[],
,#davidfluellen-NFL-FA-32,8.0,,nfl,David Fluellen,,27790.0,,True,,{'channel_id': '1116852759807655936'},,Toledo,769.0,1794,,David,fluellen,16994.0,Active,,1992-01-28,,,00-0030711,,481da4a3-fb29-4480-9db4-9cffdf33f510,71,,,davidfluellen,559264.0,29.0,Lockport (NY),,,Fluellen,9534.0,32.0,['RB'],224,,,RB,david,15966.0,,,[],1570223732943.0
,#chasewilliams-NFL-CLE-56,9.0,,nfl,Chase Williams,,,,True,,"{'channel_id': '1128772966952218624', 'rookie_year': '2015'}",,Virginia Tech,9999999.0,2883,,Chase,williams,2512702.0,Active,1107309.0,1991-10-16,,,,,c34923ab-9d1b-428a-b02f-e2ebf2f9d488,74,,2C9A8295F6860BC9,chasewilliams,,32.0,,,,Williams,,56.0,['LB'],215,,,ILB,chase,17351.0,CLE,,[],
,#kekoacrawford-NFL-FA-89,2.0,,nfl,Kekoa Crawford,,,,True,,"{'channel_id': '1116853535477071872', 'years_exp_shift': '1'}",,California,9999999.0,8825,,Kekoa,crawford,,Active,946014.0,1998-02-10,,Questionable,,,76d52cc0-d396-11ec-96a0-c3471a31202c,72,,,kekoacrawford,,25.0,Santa Margarita Catholic (CA),,,Crawford,16483.0,89.0,['WR'],192,Undisclosed,,WR,kekoa,,,,[],1692652208856.0
,#brandonpowell-NFL-FA-4,7.0,,nfl,Brandon Powell,,31641.0,,True,,"{'channel_id': '1113708709172768768', 'rookie_year': '2018'}",,Florida,9999999.0,5695,,Brandon,powell,3115255.0,Active,820435.0,1995-09-12,,,00-0034646,,5ec01774-4a79-40aa-be4a-e33c71bd5bf4,68,,39A313BEE8C9,brandonpowell,820435.0,29.0,Deerfield Beach (FL),,,Powell,13036.0,4.0,['WR'],185,,,WR,brandon,20487.0,,13782.0,[],1737648333293.0
LDE,#deatrichwise-NFL-WAS-91,8.0,,nfl,Deatrich Wise,,30244.0,,True,,"{'channel_id': '1113708790244470784', 'rookie_year': '2017'}",2.0,Arkansas,9999999.0,4174,,Deatrich,wise,2980080.0,Active,693840.0,1994-07-26,,,00-0033947,,2516f9e7-9927-409d-adbe-b32d680ae71d,77,,2F4E01396441,deatrichwise,,31.0,Hebron (TX),,,Wise,11954.0,91.0,['DL'],280,,,DE,deatrich,19020.0,WAS,,[],1741844118612.0
OL,#masonmccormick-NFL-PIT-66,1.0,,nfl,Mason McCormick,,,,True,,"{'channel_id': '1113708821840162816', 'rookie_year': '2024'}",,South Dakota State,9999999.0,11733,,Mason,mccormick,,Active,1131696.0,2000-05-25,,,,,e14b2d9f-0b10-41c6-99ae-ce918a2838be,77,,C3DB8B7BEF5B,masonmccormick,,25.0,Roosevelt (SD),,,McCormick,18012.0,66.0,['OL'],315,,,OL,mason,,PIT,,[],1748392811850.0
,#masonfairchild-NFL-FA,1.0,,nfl,Mason Fairchild,,,,True,,"{'channel_id': '1113708756484517889', 'rookie_year': '2024'}",,Kansas,406.0,12260,,Mason,fairchild,,Active,1176936.0,2001-08-30,,,,,68cb0160-0bdc-11ef-9edb-db4fabcc37c1,76,,97F54053BC25,masonfairchild,,23.0,Andale (KS),,,Fairchild,17024.0,,['TE'],260,,,TE,mason,,,,[],1724802657142.0
,#andrewarmstrong-NFL-FA-19,0.0,,nfl,Andrew Armstrong,,,,True,,"{'channel_id': '1222606264601686016', 'rookie_year': '2025'}",,Arkansas,534.0,12863,,Andrew,armstrong,,Active,,2000-10-31,,,,,8e353ae0-2442-11f0-b1aa-45a8da233bc0,76,,B5A9E6C0CB792387,andrewarmstrong,,24.0,Bishop Dunne (TX),,,Armstrong,18453.0,19.0,['WR'],210,,,WR,andrew,,,,[],1756225507709.0
,#caseymatthews-NFL-FA-59,5.0,,nfl,Casey Matthews,,,,False,,,,Oregon,9999999.0,790,,Casey,matthews,14181.0,Inactive,,1989-01-16,,,,,4e6f1b0d-1e8a-4088-9b92-0bf96fe10ffc,"6'1""",,,caseymatthews,,29.0,,,,Matthews,7500.0,59.0,['LB'],231,,,ILB,casey,12712.0,,,[],
,#shannonbrooks-NFL-FA,0.0,,nfl,Shannon Brooks,,,,False,,{'override_active': 'false'},,Minnesota,9999999.0,7104,,Shannon,brooks,,Inactive,,,,NA,,,,"6'0""",,,shannonbrooks,,,,,,Brooks,,,['RB'],215,,,RB,shannon,22129.0,,,[],
,#jacksonporter-NFL-FA-0,4.0,,nfl,Jackson Porter,,31755.0,,True,,{'channel_id': '1116853158379782144'},,Massachusetts,1508.0,5758,,Jackson,porter,3059832.0,Active,,1995-01-26,,,00-0034814,,9be29984-4ae2-4ed7-9cf3-7ec32e7be408,72,,,jacksonporter,,26.0,Mt. Hebron (MD),,,Porter,13362.0,0.0,['DB'],200,,,CB,jackson,20666.0,,,[],1597189813027.0
,#jeremycrayton-NFL-FA-8,10.0,,nfl,Jeremy Crayton,,,,True,,"{'channel_id': '1202954209486438400', 'rookie_year': '2015'}",,Southern Arkansas,9999999.0,2616,,Jeremy,crayton,2471622.0,Active,,,,,,,2ec4eaa4-5195-49f0-951f-5f6859d30c15,73,,,jeremycrayton,,,Piscataway Township,,,Crayton,,8.0,['DB'],190,,,CB,jeremy,17084.0,,,[],
,#tavezecalhoun-NFL-FA-0,6.0,,nfl,Taveze Calhoun,,29916.0,,False,,,,Mississippi State,9999999.0,3528,,Taveze,calhoun,2577421.0,Inactive,,1992-12-26,,,00-0032663,,b2ee8205-9bb6-41e6-814d-40433673e172,73,,,tavezecalhoun,,29.0,Morton (MS),,,Calhoun,10934.0,0.0,['DB'],188,,,CB,taveze,18294.0,,,[],1576884050789.0
,#ianberryman-NFL-FA-8,3.0,,nfl,Ian Berryman,,32166.0,,True,,{'channel_id': '1116853245566779392'},,Western Carolina,9999999.0,6403,,Ian,berryman,3133168.0,Active,,1996-06-01,,, 00-0034950,,2df27f31-ffaf-4c2a-abed-0c34d4081f07,72,,,ianberryman,,25.0,Fellowship Christian,,,Berryman,14088.0,8.0,['P'],200,,,P,ian,21204.0,,,[],1590627358410.0
NB,#nicjones-NFL-NYG-31,2.0,,nfl,Nic Jones,,,,True,,"{'channel_id': '1113708753468813312', 'rookie_year': '2023'}",2.0,Ball State,9999999.0,11029,,Nic,jones,,Active,1179261.0,2001-10-15,,,,,fd133ca5-a014-4f5d-9e2f-14882da45cc2,72,,A0D7440EC1DF,nicjones,,23.0,Southfield (MI),,,Jones,17345.0,31.0,['DB'],189,,,CB,nic,,NYG,,[],1693865155586.0
,#randalltelfer-NFL-FA-86,7.0,,nfl,Randall Telfer,,28586.0,,False,,,,Southern California,9999999.0,2499,,Randall,telfer,2510611.0,Inactive,,1992-05-16,,,,,245baa8e-c6b2-4287-bd39-988837c09fb8,76,,,randalltelfer,555688.0,29.0,Rancho Cucamonga (CA),,,Telfer,10253.0,86.0,['TE'],250,,,TE,randall,16958.0,,,[],1535135428100.0
,#bobmcnair-NFL-FA-0,0.0,,nfl,Bob McNair,,,,True,,{'channel_id': '1116853032819097600'},,,9999999.0,4856,,Bob,mcnair,,Inactive,,,,,,,,,,,bobmcnair,,,,,,McNair,,0.0,,,,,,bob,19756.0,,9453.0,[],
,#jerrickreed-NFL-SEA-32,2.0,,nfl,Jerrick Reed,,,,True,,"{'channel_id': '1113708725387948032', 'rookie_year': '2023'}",,New Mexico,9999999.0,10997,,Jerrick,reed,,Active,1165511.0,2000-08-07,,,,,d492db9f-35b8-45e9-9e32-acd5dd7d1f42,69,,91A29A263827,jerrickreed,,25.0,Olive Branch (MS),,,Reed,17347.0,32.0,['DB'],196,,,DB,jerrick,,SEA,,[],1756230909577.0
,#curtisjacobs-NFL-FA-57,1.0,,nfl,Curtis Jacobs,,,,True,,"{'channel_id': '1113708749471641600', 'rookie_year': '2024'}",,Penn State,9999999.0,12164,,Curtis,jacobs,,Active,1229075.0,2002-02-18,,,,,687dea60-07cc-11ef-ad8e-ffa665412428,73,,382F9EB8860D,curtisjacobs,,23.0,McDonogh (MD),,,Jacobs,17896.0,57.0,['LB'],241,,,LB,curtis,,,,[],1742589036197.0
,#greggwilliams-NFL-FA-0,0.0,,nfl,Gregg Williams,,,,False,,,,,9999999.0,3989,,Gregg,williams,,Inactive,,,,,,,,,,,greggwilliams,,,,,,Williams,,0.0,,,,,,gregg,18826.0,,8335.0,[],1547582727212.0
RCB,#cobiedurant-NFL-LAR-14,3.0,,nfl,Cobie Durant,,,,True,,"{'channel_id': '1113708702206029824', 'rookie_year': '2022'}",2.0,South Carolina State,697.0,8381,,Cobie,durant,,Active,1127589.0,1998-02-09,,,,,26ec1dc1-dece-43bd-b588-db61f046b88c,71,,8EC565BDF389,cobiedurant,,27.0,Lamar (SC),,,Durant,16157.0,14.0,['DB'],182,,,DB,cobie,,LAR,,[],1738297859789.0
,#vincentblanchard-NFL-FA,1.0,,nfl,Vincent Blanchard,,,,True,,"{'channel_id': '1116852724084768768', 'rookie_year': '2024'}",,Laval,9999999.0,12372,,Vincent,blanchard,,Active,,,,,,,71679b40-0d43-11ef-8989-5b180e335e0f,73,,,vincentblanchard,,,,,,Blanchard,,,['K'],210,,,K,vincent,,,,[],
,#derrickcoleman-NFL-FA-32,10.0,,nfl,Derrick Coleman,,26299.0,,False,,,,UCLA,9999999.0,1716,,Derrick,coleman,15351.0,Inactive,,1990-10-18,,,00-0029068,,e0a63251-5428-43a1-88c1-c000215ac5ce,72,,,derrickcoleman,461705.0,31.0,Troy (CA),,,Coleman,8247.0,32.0,['RB'],233,,,FB,derrick,15631.0,,,[],1526067001449.0
,#alexvanpelt-NFL-FA-0,0.0,,nfl,Alex Van Pelt,,,,True,,{'channel_id': '1116853306489044992'},,,9999999.0,6776,,Alex,vanpelt,,Inactive,,,,,,,,,,,alexvanpelt,,,,,,Van Pelt,,0.0,,,,,,alex,21860.0,,10336.0,[],
TE,#tylerconklin-NFL-LAC-83,7.0,,nfl,Tyler Conklin,,31220.0,,True,,"{'channel_id': '1113708747152191488', 'rookie_year': '2018'}",2.0,Central Michigan,257.0,5133,,Tyler,conklin,3122920.0,Active,861278.0,1995-07-30,,,00-0034439,,f0d17dfa-ebf3-416c-a8d2-c6bc30675103,75,,23FC37CD70DE,tylerconklin,834990.0,30.0,L'Anse Creuse North (MI),,,Conklin,12809.0,83.0,['TE'],248,,,TE,tyler,19988.0,LAC,,[],1754876404170.0
NB,#mikesainristil-NFL-WAS-0,1.0,,nfl,Mike Sainristil,,,,True,,"{'channel_id': '1113708700784160768', 'rookie_year': '2024'}",1.0,Michigan,431.0,11676,,Mike,sainristil,,Active,1164529.0,2000-10-03,,,,,f20bc1dc-7243-4c87-8274-a6e311c21ef9,70,,5518A472D291,mikesainristil,,24.0,Everett (MA),,,Sainristil,17768.0,0.0,['DB'],182,,,DB,mike,,WAS,,[],1738351504105.0
,#tylergaffney-NFL-FA-0,8.0,,nfl,Tyler Gaffney,,27732.0,,False,,,,Stanford,9999999.0,2189,,Tyler,gaffney,16838.0,Inactive,,1991-04-20,,,,,8d53ef4e-7d88-40c6-a390-78d166330bb0,72,,,tylergaffney,503179.0,30.0,Cathedral Catholic (CA),,,Gaffney,9526.0,0.0,['RB'],220,,,RB,tyler,16557.0,,9424.0,[],1628796316897.0
OL,#isaacseumalo-NFL-PIT-73,9.0,,nfl,Isaac Seumalo,,29313.0,,True,,"{'channel_id': '1113708817889128448', 'rookie_year': '2016'}",,Oregon State,9999999.0,3248,,Isaac,seumalo,2978247.0,Active,695144.0,1993-10-29,,,00-0032954,,447db942-40e8-4bb3-9710-b12cfaaafb46,76,,DA9250A16021,isaacseumalo,,31.0,Corvallis (OR),,,Seumalo,11169.0,73.0,['OL'],303,,,G,isaac,18009.0,PIT,11386.0,[],1754007942784.0
,#reesetaylor-NFL-DEN-35,2.0,,nfl,Reese Taylor,,,,True,,"{'channel_id': '1113708828358111232', 'rookie_year': '2023'}",,Purdue,9999999.0,11325,,Reese,taylor,,Active,1126284.0,1999-08-27,,,,,ddcbf3f0-ec3b-11ed-aeaf-cb0dc6206dc5,69,,8409F3FFE873,reesetaylor,,26.0,Ben Davis (IN),,,Taylor,16858.0,35.0,['DB'],188,,,CB,reese,,DEN,,[],1756347625924.0
,#zamircarlis-NFL-FA-91,6.0,,nfl,Zamir Carlis,,30067.0,,True,,{'channel_id': '1116852916766900224'},,Stillman,9999999.0,3938,,Zamir,carlis,,Active,,1990-03-14,,,,,2fc3686b-73e3-4e4d-9c5f-f5f93e10171a,76,,,zamircarlis,,31.0,B.T. Washington,,,Carlis,11650.0,91.0,['DL'],275,,,DT,zamir,18771.0,,,[],
,#monaraybaldwin-NFL-FA-48,0.0,,nfl,Monaray Baldwin,,,,True,,"{'channel_id': '1222591143716335616', 'rookie_year': '0'}",,Baylor,641.0,12852,,Monaray,baldwin,,Active,,2002-12-17,,,,,f91a8d70-243c-11f0-a7e5-9d229c91794c,69,,580362841D8DCD21,monaraybaldwin,,22.0,Shoemaker (TX),,,Baldwin,18885.0,48.0,['WR'],170,,,WR,monaray,,,,[],1754960113400.0
RILB,#tyreldodson-NFL-MIA-11,6.0,,nfl,Tyrel Dodson,,32411.0,,True,,"{'channel_id': '1113708720346394624', 'rookie_year': '2019'}",1.0,Texas A&M,418.0,6315,,Tyrel,dodson,4035232.0,Active,922129.0,1998-06-25,,, 00-0035352,,1881d1a7-218b-4690-9065-497946d1ec1e,72,,039E156652DE,tyreldodson,,27.0,Centennial (TN),,,Dodson,13512.0,11.0,['LB'],237,,,LB,tyrel,21218.0,MIA,,[],1741830916731.0
,#eliwilson-NFL-FA-47,0.0,,nfl,Eli Wilson,,,,True,,"{'channel_id': '1223436689024749568', 'rookie_year': '0'}",,Appalachian State,9999999.0,13100,,Eli,wilson,,Active,,,,,,,6d2866c0-260d-11f0-8608-6b9fdd263643,75,,27830F6F8D86C0F0,eliwilson,,,Wren (SC),,,Wilson,18939.0,47.0,['TE'],240,,,TE,eli,,,,[],1747083611550.0
,#akeemdent-NFL-FA,1.0,,nfl,Akeem Dent,,,,True,,"{'channel_id': '1113708692227780609', 'rookie_year': '2024'}",,Florida State,9999999.0,11871,,Akeem,dent,,Active,1161704.0,2000-01-26,,,,,a0305b70-04ff-11ef-ab82-77a9ce82d2f5,73,,0A1BF443E4D1,akeemdent,,25.0,Palm Beach Central (FL),,,Dent,18133.0,,['DB'],191,,,DB,akeem,,,,[],
,#cjduncan-NFL-FA-82,4.0,,nfl,C.J. Duncan,,31716.0,,True,,{'channel_id': '1116853153656995840'},,Vanderbilt,9999999.0,5734,,C.J.,duncan,3051751.0,Active,,1995-03-24,,,00-0034709,,414861a7-e2b6-4b33-94d1-31948d2c824d,71,,,cjduncan,744655.0,26.0,St. James School,,,Duncan,13315.0,82.0,['WR'],203,,,WR,cj,20629.0,,,[],
,#deioncalhoun-NFL-FA-66,3.0,,nfl,Deion Calhoun,,32432.0,,True,,{'channel_id': '1116853272385159168'},,Mississippi State,9999999.0,6570,,Deion,calhoun,3115482.0,Active,835492.0,1996-02-20,,, 00-0035336,,8b7ee20f-238e-4b6f-b43d-4f9624bf2534,75,,,deioncalhoun,,26.0,Restoration Academy (AL),,,Calhoun,13845.0,66.0,"['OL', 'OT']",310,,,G,deion,21266.0,,,[],
,#nickorr-NFL-FA-46,4.0,,nfl,Nick Orr,,31664.0,,True,,{'channel_id': '1116853134828765184'},,Texas Christian,9999999.0,5630,,Nick,orr,3116423.0,Active,,1995-10-06,,,00-0034600,,4659f9a0-22c4-4004-8d59-a5727bbafa25,70,,,nickorr,,26.0,DeSoto,,,Orr,13241.0,46.0,['DB'],187,,,SS,nick,20112.0,,,[],
,#parysharalson-NFL-FA-98,10.0,,nfl,Parys Haralson,,,,False,,,,Tennessee,9999999.0,313,,Parys,haralson,9726.0,Inactive,,1984-01-24,,,,,0e4cfc38-1a0f-464a-8c3d-1e57fbbf654e,"6'1""",,,parysharalson,,33.0,,,,Haralson,,98.0,['LB'],255,,,OLB,parys,7654.0,,,[],
RDT,#kennyclark-NFL-DAL-96,9.0,,nfl,Kenny Clark,,29261.0,,True,,"{'channel_id': '1113708801921413121', 'rookie_year': '2016'}",2.0,UCLA,9999999.0,3186,,Kenny,clark,3122752.0,Active,744698.0,1995-10-04,,,00-0033120,,d848e4e6-ff3e-421c-9bd3-c2f62a16efd4,75,,5F366C781D83,kennyclark,,29.0,Wilmer Amina Carter (CA),,,Clark,10973.0,96.0,['DL'],314,,,DE,kenny,17947.0,DAL,11286.0,[],1756502427950.0
,#joshleribeus-NFL-FA-68,10.0,,nfl,Josh LeRibeus,,25781.0,,False,,,,Southern Methodist,9999999.0,1248,,Josh,leribeus,14961.0,Inactive,,1989-07-02,,,00-0029666,,e461d721-5ca5-4896-8fe5-12e452a003b3,74,,,joshleribeus,,32.0,Berkner (TX),,,LeRibeus,8337.0,68.0,['OL'],315,,,G,josh,14605.0,,,[],1561764913391.0
,#kevinanderson-NFL-FA-0,6.0,,nfl,Kevin Anderson,,29761.0,,True,,{'channel_id': '1116852907128389632'},,Stanford,9999999.0,3790,,Kevin,anderson,,Active,,1993-04-05,,,,,8c253cad-8720-4528-a5c4-363f21f5f79d,76,,,kevinanderson,,28.0,Palo Alto,,,Anderson,11682.0,0.0,['LB'],244,,,OLB,kevin,18604.0,,,[],
